Index;ax;ay;az;gx;gy;gz
970;-1.02;0.07;0.23;8.54;83.92;5.43
971;-1.03;0.03;0.27;9.09;85.75;12.94
972;-1.01;0.04;0.30;-0.12;94.91;15.01
973;-1.01;0.06;0.34;-10.50;109.19;13.49
974;-0.98;0.11;0.37;-17.58;125.67;10.44
975;-0.99;0.13;0.38;-18.68;142.52;8.48
976;-0.96;0.13;0.37;-14.59;159.48;6.16
977;-0.89;0.08;0.23;-9.58;179.93;-0.12
978;-0.79;0.05;0.23;-2.20;201.90;-8.97
979;-0.74;0.11;0.34;9.70;219.12;-19.90
980;-0.73;0.12;0.47;22.77;227.36;-30.82
981;-0.71;0.11;0.57;35.83;228.33;-37.54
982;-0.73;0.07;0.61;47.42;224.00;-41.38
983;-0.74;0.04;0.63;53.96;217.04;-42.66
984;-0.75;0.03;0.60;58.04;211.61;-43.33
985;-0.73;0.00;0.56;61.28;211.18;-43.82
986;-0.71;-0.03;0.53;62.26;218.44;-42.36
987;-0.67;-0.04;0.49;60.55;231.69;-41.26
988;-0.58;-0.06;0.47;55.18;248.54;-41.32
989;-0.51;-0.10;0.47;49.93;264.53;-45.78
990;-0.49;-0.08;0.59;38.88;278.44;-55.66
991;-0.41;0.02;0.76;27.77;289.06;-64.82
992;-0.36;0.10;0.89;24.72;289.49;-70.19
993;-0.32;0.14;0.99;27.65;280.03;-71.41
994;-0.29;0.17;1.04;34.91;265.08;-70.92
995;-0.26;0.15;1.04;44.62;248.17;-68.12
996;-0.22;0.11;0.97;52.73;233.34;-63.84
997;-0.19;0.08;0.94;57.31;222.41;-60.12
998;-0.16;0.11;0.93;59.63;215.64;-57.56
999;-0.13;0.11;0.94;64.94;211.73;-57.31
1000;-0.08;0.03;0.92;70.68;208.74;-58.04
1001;-0.07;-0.06;0.93;67.69;206.79;-59.27
1002;-0.04;-0.05;1.03;55.24;206.48;-62.07
1003;0.02;-0.01;1.10;43.15;204.47;-65.67
1004;0.07;-0.03;1.13;31.07;198.67;-66.77
1005;0.11;-0.02;1.17;16.85;189.27;-63.90
1006;0.14;0.02;1.20;4.46;177.98;-57.98
1007;0.18;0.04;1.23;-3.36;165.41;-50.90
1008;0.23;0.06;1.22;-8.79;150.88;-42.79
1009;0.07;-0.06;1.28;-10.86;126.95;-31.86
1010;0.68;-0.11;1.29;5.49;73.43;-4.64
1011;-0.17;-0.08;1.16;-4.88;45.10;-105.47
1012;0.59;0.05;1.10;-18.92;65.43;-73.49
1013;0.30;0.05;1.28;-0.49;33.02;-18.25
1014;0.39;0.05;1.29;10.68;5.92;2.01
1015;0.35;0.07;1.23;11.72;-15.56;2.56
1016;0.39;0.04;1.18;16.36;-30.82;9.46
1017;0.27;0.02;1.14;19.10;-44.56;15.08
1018;0.27;-0.02;1.07;14.10;-43.09;16.97
1019;0.23;0.00;1.01;6.35;-36.50;12.76
1020;0.17;-0.00;0.97;0.85;-28.63;10.68
1021;0.16;0.02;0.93;-2.56;-18.98;9.77
1022;0.11;0.02;0.92;-3.36;-12.08;7.75
1023;0.09;0.02;0.92;-3.72;-4.03;6.41
1024;0.07;0.03;0.93;-3.42;3.54;6.96
1025;0.08;0.03;0.94;-1.59;9.89;8.79
1026;0.08;0.03;0.98;0.49;11.60;9.22
1027;0.07;0.02;1.01;3.05;11.35;7.57
1028;0.07;-0.00;1.01;5.07;11.11;6.16
1029;0.06;-0.01;1.03;5.25;12.51;5.80
1030;0.07;-0.02;1.05;4.03;13.92;5.92
1031;0.08;-0.02;1.05;1.83;15.32;5.68
1032;0.11;0.01;1.06;-1.34;15.08;5.92
1033;0.08;-0.11;1.06;-1.28;8.12;6.53
1034;0.16;0.03;1.05;-5.19;8.54;-5.25
1035;0.14;0.01;1.05;-3.85;4.70;-0.85
1036;0.14;0.01;1.05;-0.06;-1.16;1.40
1037;0.13;0.01;1.03;2.93;-3.60;-0.31
1038;0.13;0.01;1.02;5.13;-4.27;-1.65
1039;0.12;-0.01;1.01;5.98;-5.00;-1.16
1040;0.12;-0.01;1.01;3.78;-3.72;-0.61
1041;0.13;0.01;1.01;0.98;0.00;-1.10
1042;0.14;0.02;1.02;-0.98;2.75;-1.71
1043;0.15;0.03;1.03;-2.14;3.42;-1.59
1044;0.16;0.03;1.04;-1.89;3.54;-0.85
1045;0.17;0.03;1.04;-1.16;2.32;-0.24
1046;0.17;0.03;1.04;-0.12;0.55;-0.43
1047;0.17;0.02;1.05;0.85;-1.28;-0.98
1048;0.17;0.02;1.06;1.40;-3.30;-1.04
1049;0.17;0.01;1.06;2.20;-5.80;-0.61
1050;0.17;0.05;1.10;2.44;-8.97;-0.06
1051;0.19;0.03;1.11;2.44;-12.76;0.85
1052;0.20;0.03;1.12;1.95;-18.62;2.99
1053;0.20;0.06;1.14;1.28;-26.31;4.88
1054;0.20;0.05;1.13;2.50;-34.61;6.41
1055;0.19;0.03;1.09;3.60;-43.64;8.24
1056;0.18;-0.01;1.02;4.58;-51.21;10.50
1057;0.16;-0.02;1.06;0.49;-55.11;13.12
1058;0.15;0.06;1.22;-8.00;-60.12;16.11
1059;0.16;0.14;1.36;-11.47;-70.19;18.01
1060;0.18;0.15;1.38;-6.04;-87.34;17.94
1061;0.21;0.10;1.37;2.87;-112.12;17.15
1062;0.19;0.02;1.21;9.52;-138.92;15.32
1063;0.24;-0.05;0.97;6.77;-168.09;10.93
1064;0.16;-0.03;0.94;-12.15;-218.93;-11.17
1065;0.04;0.06;1.10;-27.40;-255.49;-12.08
1066;0.01;0.17;1.27;-31.62;-291.08;-7.63
1067;0.02;0.16;1.21;-26.00;-324.58;1.77
1068;0.00;0.11;1.05;-18.49;-354.13;15.08
1069;-0.04;0.05;0.89;-11.47;-373.72;26.55
1070;-0.13;0.02;0.81;-6.96;-375.31;29.91
1071;-0.24;0.01;0.67;-4.64;-360.72;27.04
1072;-0.35;-0.08;0.60;-1.34;-340.27;24.72
1073;-0.47;-0.05;0.71;-8.00;-324.71;25.27
1074;-0.48;-0.07;0.62;-22.58;-309.51;27.89
1075;-0.51;-0.08;0.66;-38.21;-300.72;30.94
1076;-0.60;-0.03;0.82;-58.41;-300.96;31.92
1077;-0.61;0.02;0.71;-78.61;-290.47;31.37
1078;-0.68;0.01;0.65;-89.60;-276.12;34.79
1079;-0.73;0.06;0.64;-93.87;-259.83;37.29
1080;-0.80;0.12;0.58;-91.49;-240.17;37.90
1081;-0.80;0.08;0.39;-79.53;-217.29;34.79
1082;-0.79;-0.04;0.23;-65.98;-201.97;32.10
1083;-0.81;-0.19;0.13;-67.75;-191.89;27.83
1084;-0.80;-0.05;0.29;-83.80;-182.80;14.04
1085;-0.91;0.10;0.46;-96.56;-184.51;-0.61
1086;-0.98;0.20;0.45;-94.85;-182.19;-7.81
1087;-1.05;0.23;0.39;-74.89;-171.51;-5.86
1088;-0.96;0.24;0.30;-46.26;-160.64;4.70
1089;-0.99;0.23;0.20;-21.55;-151.49;16.78
1090;-1.03;0.19;0.09;1.10;-144.10;29.42
1091;-1.11;0.11;0.03;21.85;-132.93;40.04
1092;-1.15;0.01;0.02;33.94;-113.71;45.59
1093;-1.09;-0.10;-0.03;32.90;-85.21;45.96
1094;-1.01;-0.15;0.02;18.31;-55.05;37.78
1095;-0.98;-0.09;0.11;-2.50;-33.26;24.72
1096;-1.04;-0.05;0.12;-20.51;-19.29;14.89
1097;-1.05;0.01;0.13;-32.17;-9.16;7.93
1098;-1.03;0.08;0.16;-35.95;0.12;1.95
1099;-1.03;0.16;0.15;-31.19;10.44;-2.26
1100;-1.12;0.16;0.14;-18.25;19.84;-4.33
1101;-1.09;0.13;0.08;-4.70;35.10;-4.58
1102;-1.07;0.05;0.01;5.55;53.16;-3.78
1103;-1.09;-0.02;-0.03;6.96;70.86;-3.30
1104;-0.86;-0.05;-0.05;1.53;84.78;-4.15
1105;-0.79;-0.09;0.07;-6.47;81.79;-8.79
1106;-0.88;0.01;0.24;-21.97;72.69;-13.98
1107;-0.92;0.06;0.32;-34.24;66.28;-19.84
1108;-0.95;0.12;0.35;-39.31;62.56;-25.33
1109;-0.97;0.18;0.37;-36.19;60.42;-28.56
1110;-0.98;0.22;0.38;-25.94;60.12;-29.30
1111;-1.00;0.25;0.41;-11.23;64.39;-28.02
1112;-1.02;0.25;0.42;7.63;73.73;-25.63
1113;-1.03;0.21;0.39;27.34;86.30;-23.38
1114;-0.94;0.09;0.26;44.19;101.99;-19.65
1115;-0.84;-0.04;0.30;47.97;110.72;-13.98
1116;-0.83;-0.00;0.40;32.35;110.84;-10.50
1117;-0.86;0.06;0.47;14.71;104.43;-6.41
1118;-0.88;0.09;0.50;3.72;101.56;-5.37
1119;-0.92;0.15;0.53;0.12;102.72;-5.98
1120;-0.87;0.21;0.56;2.56;105.53;-6.10
1121;-0.89;0.24;0.56;12.76;106.99;-5.62
1122;-0.90;0.20;0.49;29.24;110.11;-5.07
1123;-0.87;0.13;0.39;42.48;119.26;-7.75
1124;-0.81;0.08;0.32;49.99;134.83;-11.60
1125;-0.74;0.04;0.39;53.16;151.98;-13.00
1126;-0.74;0.07;0.51;51.21;163.09;-13.18
1127;-0.73;0.08;0.64;43.95;170.47;-14.65
1128;-0.72;0.11;0.71;38.51;173.46;-16.24
1129;-0.70;0.10;0.72;35.58;172.85;-16.91
1130;-0.71;0.09;0.67;34.18;171.87;-16.48
1131;-0.70;0.06;0.66;31.98;175.48;-15.99
1132;-0.67;0.06;0.62;28.38;186.04;-16.36
1133;-0.62;-0.00;0.51;27.53;204.22;-19.29
1134;-0.60;0.02;0.56;24.48;227.23;-23.19
1135;-0.49;0.05;0.62;24.35;247.86;-28.44
1136;-0.48;0.08;0.69;25.70;262.08;-35.71
1137;-0.42;0.10;0.72;30.09;273.38;-41.63
1138;-0.36;0.09;0.74;39.25;279.42;-48.40
1139;-0.34;0.09;0.76;47.73;281.68;-55.66
1140;-0.31;0.09;0.77;57.37;284.24;-58.53
1141;-0.25;0.05;0.74;69.21;288.39;-57.56
1142;-0.20;-0.05;0.69;79.59;294.86;-56.40
1143;-0.18;-0.09;0.79;78.06;303.65;-56.34
1144;-0.09;-0.09;0.89;66.28;308.78;-57.01
1145;-0.02;-0.04;1.03;48.34;307.74;-58.35
1146;0.07;0.00;1.16;34.91;297.30;-59.20
1147;0.14;0.02;1.23;25.51;278.26;-59.39
1148;0.22;0.02;1.27;19.17;254.27;-57.13
1149;0.29;0.03;1.32;10.01;227.60;-53.16
1150;0.33;0.03;1.34;-2.32;198.00;-48.65
1151;0.39;0.08;1.36;-12.63;166.93;-42.66
1152;0.56;0.12;1.28;-15.87;134.70;-35.40
1153;1.10;0.41;1.43;-3.85;74.40;-10.68
1154;-0.28;-0.25;1.30;-6.90;29.79;-97.41
1155;0.88;0.22;1.11;-28.69;51.03;-83.01
1156;0.36;0.16;1.28;-4.82;7.57;-14.22
1157;0.41;0.04;1.21;15.56;-26.31;10.38
1158;0.35;0.08;1.13;18.19;-42.85;9.70
1159;0.37;0.06;1.07;19.17;-49.56;16.54
1160;0.26;0.05;1.06;21.42;-56.64;26.55
1161;0.25;0.00;0.98;17.40;-50.66;32.17
1162;0.26;0.02;0.92;7.26;-35.22;30.70
1163;0.20;0.02;0.91;-2.62;-21.24;26.12
1164;0.18;0.03;0.91;-9.70;-5.92;20.75
1165;0.17;0.06;0.91;-13.00;8.30;15.69
1166;0.15;0.05;0.91;-11.54;17.82;12.82
1167;0.14;0.09;0.94;-8.12;23.86;12.45
1168;0.14;0.03;0.97;-3.42;25.39;9.95
1169;0.14;0.05;1.01;-0.67;24.05;5.74
1170;0.15;0.04;1.04;1.83;21.00;5.80
1171;0.16;0.02;1.05;2.62;17.58;6.23
1172;0.17;0.02;1.07;1.83;13.73;5.74
1173;0.19;0.02;1.06;0.49;9.46;6.23
1174;0.19;0.02;1.05;-0.92;5.98;5.74
1175;0.19;0.02;1.03;-1.59;3.78;4.27
1176;0.19;0.05;1.06;-1.34;2.44;3.60
1177;0.20;0.05;1.06;-0.49;-0.18;3.85
1178;0.20;0.05;1.04;1.46;-3.66;4.82
1179;0.19;0.03;1.03;3.05;-5.55;6.10
1180;0.19;0.04;1.01;2.01;-5.49;7.32
1181;0.19;0.04;1.00;-0.12;-5.19;8.79
1182;0.18;0.06;1.01;-1.10;-5.13;9.95
1183;0.18;0.06;1.00;-1.10;-4.58;10.93
1184;0.18;0.06;1.00;-0.24;-3.85;11.41
1185;0.18;0.06;1.00;0.37;-2.93;11.47
1186;0.18;0.06;1.01;0.37;-2.20;11.60
1187;0.18;0.05;1.02;0.12;-1.77;11.78
1188;0.19;0.05;1.02;-0.24;-1.89;11.90
1189;0.19;0.05;1.02;-0.85;-1.95;11.29
1190;0.19;0.04;1.02;-1.77;-2.44;10.19
1191;0.18;0.04;1.01;-1.95;-3.30;8.85
1192;0.18;0.04;1.01;-1.83;-3.48;7.14
1193;0.18;0.04;1.01;-1.40;-3.17;5.37
1194;0.18;0.03;1.02;-1.04;-2.99;3.60
1195;0.18;0.02;1.03;-1.04;-2.99;2.20
1196;0.20;0.04;1.05;-1.71;-2.99;1.04
1197;0.21;0.05;1.09;-1.95;-4.46;0.79
1198;0.22;0.06;1.11;-2.08;-8.24;2.32
1199;0.22;0.07;1.10;-2.14;-15.26;4.21
1200;0.22;0.06;1.09;-2.50;-22.09;6.10
1201;0.20;0.07;1.07;-3.72;-28.81;7.45
1202;0.20;0.07;1.05;-4.64;-33.69;8.42
1203;0.18;0.05;1.02;-5.07;-37.78;9.28
1204;0.18;0.06;1.02;-5.43;-39.61;9.34
1205;0.19;0.06;1.04;-5.62;-40.28;9.40
1206;0.19;0.09;1.12;-5.49;-40.28;8.00
1207;0.20;0.14;1.21;-5.55;-44.86;7.87
1208;0.19;0.17;1.28;-3.36;-57.19;8.54
1209;0.20;0.17;1.32;-2.32;-74.46;8.73
1210;0.20;0.14;1.25;-4.09;-96.31;10.62
1211;0.18;0.10;1.13;-4.64;-120.12;15.08
1212;0.14;0.02;1.02;-8.97;-139.10;20.08
1213;0.11;0.12;1.14;-18.80;-154.85;26.12
1214;0.12;0.13;1.18;-27.10;-169.62;30.21
1215;0.12;0.16;1.16;-33.33;-187.81;31.43
1216;0.10;0.13;1.06;-32.96;-209.53;30.46
1217;0.16;0.13;1.04;-35.10;-241.76;19.71
1218;0.02;0.11;1.06;-47.06;-288.64;-1.71
1219;-0.10;0.17;0.98;-46.33;-312.56;-4.52
1220;-0.14;0.12;0.86;-32.71;-321.59;-8.91
1221;-0.23;0.11;0.78;-23.86;-320.31;-16.60
1222;-0.28;0.09;0.75;-20.02;-316.83;-16.30
1223;-0.37;0.09;0.74;-20.57;-317.38;-6.90
1224;-0.28;0.05;0.68;-25.94;-315.86;4.70
1225;-0.47;0.10;0.80;-38.76;-319.46;9.95
1226;-0.49;0.10;0.78;-48.65;-316.59;11.17
1227;-0.52;0.05;0.69;-56.76;-301.76;8.30
1228;-0.59;0.07;0.66;-64.64;-286.01;6.29
1229;-0.65;0.11;0.64;-70.07;-273.07;5.13
1230;-0.69;0.14;0.51;-71.29;-257.57;8.42
1231;-0.69;0.17;0.42;-66.28;-243.23;15.63
1232;-0.70;0.23;0.43;-61.58;-237.06;23.01
1233;-0.73;0.29;0.48;-53.41;-235.35;28.87
1234;-0.76;0.27;0.44;-40.83;-234.01;34.12
1235;-0.81;0.28;0.43;-27.04;-231.20;41.20
1236;-0.83;0.26;0.38;-13.55;-226.07;47.91
1237;-0.87;0.23;0.31;-2.87;-222.29;58.96
1238;-0.92;0.18;0.24;3.17;-218.20;70.62
1239;-0.93;0.18;0.20;6.41;-210.82;78.12
1240;-0.92;0.13;0.15;7.26;-203.86;82.03
1241;-0.98;0.10;0.07;6.04;-196.96;85.69
1242;-1.10;0.06;0.02;5.62;-186.65;87.04
1243;-1.18;0.02;-0.00;5.98;-167.30;86.24
1244;-1.22;-0.01;-0.03;3.66;-138.37;82.46
1245;-1.22;-0.04;-0.06;-0.18;-101.68;71.35
1246;-1.21;-0.04;-0.04;-4.88;-63.23;55.05
1247;-1.15;-0.02;-0.01;-9.16;-26.49;40.89
1248;-1.10;-0.01;0.02;-10.80;4.39;26.31
1249;-1.04;-0.04;-0.01;-10.86;30.21;13.06
1250;-0.98;-0.04;-0.00;-12.51;50.17;2.32
1251;-0.83;-0.03;0.00;-13.12;55.91;-4.15
1252;-0.97;-0.01;0.04;-15.99;52.49;-10.68
1253;-1.00;-0.00;0.04;-17.21;49.56;-13.55
1254;-1.04;0.00;0.04;-18.19;52.49;-14.16
1255;-1.09;0.02;0.08;-20.75;59.63;-13.73
1256;-1.09;0.05;0.12;-23.44;72.63;-13.00
1257;-1.07;0.04;0.15;-25.21;90.33;-13.49
1258;-1.07;0.07;0.16;-25.94;107.79;-14.47
1259;-0.93;0.09;0.20;-25.09;123.23;-14.89
1260;-0.87;0.13;0.28;-22.16;126.34;-18.37
1261;-1.02;0.15;0.36;-15.44;126.04;-21.85
1262;-1.01;0.14;0.35;-8.18;131.65;-23.86
1263;-1.00;0.12;0.32;-2.20;139.89;-25.27
1264;-1.00;0.07;0.25;2.14;151.00;-25.39
1265;-0.92;0.05;0.22;2.32;166.93;-26.49
1266;-0.85;0.07;0.26;2.87;182.13;-31.07
1267;-0.80;0.05;0.30;4.76;195.43;-35.03
1268;-0.76;0.06;0.36;2.69;205.20;-36.87
1269;-0.74;0.10;0.43;0.00;212.95;-40.47
1270;-0.73;0.15;0.52;-0.79;218.93;-44.92
1271;-0.72;0.21;0.61;2.26;222.78;-48.52
1272;-0.71;0.24;0.63;13.49;224.61;-48.95
1273;-0.69;0.23;0.58;29.60;226.44;-46.63
1274;-0.66;0.20;0.56;46.39;233.15;-44.25
1275;-0.62;0.18;0.51;63.78;246.03;-42.79
1276;-0.58;0.16;0.52;79.77;262.39;-41.81
1277;-0.50;0.11;0.51;91.55;279.91;-39.31
1278;-0.45;0.09;0.58;96.74;293.76;-36.25
1279;-0.41;0.08;0.64;99.00;303.96;-36.74
1280;-0.36;0.04;0.66;98.88;311.83;-38.64
1281;-0.32;-0.02;0.66;94.97;319.58;-39.92
1282;-0.27;-0.06;0.70;84.90;326.42;-41.32
1283;-0.20;-0.06;0.76;70.68;331.67;-44.31
1284;-0.12;-0.08;0.75;56.34;334.84;-49.62
1285;-0.06;-0.06;0.84;39.37;338.13;-56.34
1286;0.01;0.03;0.97;25.27;339.78;-62.19
1287;0.11;0.12;1.09;18.49;333.92;-65.92
1288;0.20;0.18;1.20;18.31;320.37;-67.75
1289;0.28;0.18;1.27;23.80;298.65;-67.63
1290;0.35;0.13;1.30;29.24;272.52;-64.64
1291;0.41;0.06;1.36;26.25;243.10;-59.51
1292;0.46;0.02;1.41;11.90;206.60;-53.96
1293;0.63;0.04;1.41;-6.47;168.82;-47.55
1294;0.92;0.56;1.46;-14.34;121.83;-34.06
1295;0.23;-0.36;1.52;3.66;37.23;-39.92
1296;0.18;-0.04;1.27;-26.79;36.19;-156.37
1297;1.02;0.27;1.21;-31.01;29.05;-73.85
1298;0.33;0.06;1.34;16.97;-38.70;20.57
1299;0.46;-0.07;1.17;30.94;-55.79;13.24
1300;0.37;0.01;1.15;31.01;-76.11;15.08
1301;0.35;-0.06;1.07;32.35;-79.04;10.50
1302;0.28;-0.05;1.03;25.45;-77.64;24.11
1303;0.20;-0.11;0.96;15.20;-69.89;33.51
1304;0.18;-0.06;0.89;0.79;-52.80;32.53
1305;0.15;-0.01;0.86;-11.41;-34.85;26.79
1306;0.12;0.03;0.86;-16.72;-20.32;23.38
1307;0.07;0.06;0.87;-17.09;-8.00;18.31
1308;0.06;0.06;0.88;-14.40;4.46;14.71
1309;0.06;0.06;0.90;-10.07;13.92;12.88
1310;0.06;0.06;0.94;-5.49;18.98;10.74
1311;0.07;0.07;0.98;-1.77;19.47;6.71
1312;0.08;0.07;1.02;0.55;17.82;3.60
1313;0.10;0.08;1.05;1.95;15.44;0.92
1314;0.16;0.15;1.07;3.48;11.66;-0.73
1315;0.08;0.04;1.05;4.33;6.65;-6.84
1316;0.14;0.09;1.04;2.14;5.25;-9.83
1317;0.11;0.07;1.03;3.17;-0.67;-6.47
1318;0.12;0.06;1.02;2.99;-3.60;-4.58
1319;0.13;0.07;1.01;2.87;-4.94;-2.99
1320;0.13;0.05;1.01;3.78;-5.92;-0.18
1321;0.13;0.05;1.00;3.97;-6.10;0.49
1322;0.13;0.05;1.00;3.66;-5.25;0.06
1323;0.14;0.05;1.00;3.30;-3.78;-0.55
1324;0.14;0.05;1.00;2.81;-1.65;-1.22
1325;0.14;0.04;1.00;2.93;0.31;-1.95
1326;0.14;0.04;1.00;2.93;1.59;-1.95
1327;0.15;0.04;1.01;2.75;2.20;-1.53
1328;0.15;0.02;1.01;2.62;2.38;-0.61
1329;0.16;0.01;1.00;2.38;2.62;0.12
1330;0.16;0.03;1.04;1.40;2.62;0.12
1331;0.17;0.04;1.05;1.40;1.59;-0.55
1332;0.18;0.04;1.06;1.34;-0.24;-1.71
1333;0.18;0.05;1.06;1.83;-2.44;-2.87
1334;0.18;0.05;1.06;2.50;-4.27;-3.48
1335;0.18;0.03;1.05;3.30;-6.53;-2.62
1336;0.19;0.04;1.05;3.60;-10.07;-0.24
1337;0.19;0.05;1.05;2.38;-13.85;2.32
1338;0.20;0.06;1.10;-0.24;-17.46;5.37
1339;0.21;0.09;1.14;-1.22;-22.40;7.75
1340;0.21;0.09;1.13;0.18;-30.27;8.85
1341;0.20;0.05;1.10;2.81;-39.67;10.25
1342;0.21;0.05;1.12;3.72;-49.13;12.02
1343;0.20;0.10;1.17;0.06;-57.74;14.28
1344;0.19;0.12;1.33;-3.48;-69.34;18.62
1345;0.21;0.24;1.57;-6.10;-88.87;24.96
1346;0.25;0.23;1.59;-0.49;-117.92;29.48
1347;0.30;0.12;1.41;6.23;-151.31;33.75
1348;0.33;-0.05;1.09;4.33;-188.90;38.82
1349;0.33;-0.15;0.73;-10.38;-234.50;35.77
1350;0.21;-0.06;0.79;-40.04;-289.79;14.71
1351;0.07;0.18;1.02;-61.83;-332.03;0.37
1352;-0.01;0.31;1.22;-53.47;-364.50;-9.89
1353;-0.01;0.29;1.16;-24.60;-390.08;-10.80
1354;-0.01;0.11;0.87;6.29;-410.58;0.18
1355;-0.11;-0.04;0.81;18.92;-426.64;14.40
1356;-0.26;-0.07;0.76;8.97;-424.01;24.35
1357;-0.39;-0.10;0.63;-6.41;-395.87;29.54
1358;-0.50;-0.14;0.54;-22.58;-358.09;31.86
1359;-0.49;-0.16;0.43;-42.48;-322.94;31.98
1360;-0.49;-0.06;0.57;-63.48;-305.42;28.63
1361;-0.64;0.06;0.87;-83.37;-310.73;20.20
1362;-0.63;0.05;0.82;-93.81;-306.88;14.53
1363;-0.62;-0.03;0.63;-100.89;-292.36;10.56
1364;-0.79;0.09;0.32;-110.05;-273.38;8.79
1365;-1.08;0.31;0.25;-103.58;-246.58;11.17
1366;-1.26;0.41;0.34;-70.92;-204.28;25.76
1367;-1.09;0.36;0.29;-29.85;-152.34;53.53
1368;-0.78;0.20;0.21;2.87;-110.41;67.63
1369;-0.57;0.11;0.25;19.10;-100.83;66.16
1370;-0.77;0.03;0.38;23.74;-119.14;53.47
1371;-0.93;-0.03;0.37;15.26;-135.13;41.87
1372;-1.06;-0.03;0.28;-2.32;-134.22;37.29
1373;-1.07;0.03;0.23;-18.68;-123.66;38.27
1374;-1.10;0.09;0.22;-26.86;-107.18;40.71
1375;-1.08;0.14;0.23;-24.29;-87.22;41.32
1376;-1.07;0.14;0.23;-13.79;-66.83;37.17
1377;-1.02;0.07;0.20;-1.83;-48.22;29.97
1378;-0.91;-0.00;0.16;3.11;-30.40;20.94
1379;-0.86;-0.04;0.21;1.59;-22.71;8.18
1380;-0.89;-0.05;0.22;-6.84;-30.15;0.49
1381;-0.89;0.00;0.23;-16.54;-39.00;0.00
1382;-0.98;0.05;0.24;-20.45;-42.60;0.37
1383;-1.02;0.09;0.21;-19.90;-41.99;1.22
1384;-1.07;0.09;0.19;-13.73;-36.25;3.23
1385;-1.13;0.09;0.18;-6.23;-23.62;7.02
1386;-1.14;0.06;0.16;-0.37;-4.15;9.58
1387;-1.08;-0.02;0.12;2.26;19.90;9.22
1388;-1.00;-0.10;0.13;-1.89;40.59;4.58
1389;-0.95;-0.08;0.15;-12.27;51.94;-0.73
1390;-0.94;-0.09;0.17;-21.79;57.98;-5.19
1391;-0.95;-0.06;0.21;-30.03;58.72;-9.58
1392;-0.99;-0.01;0.26;-35.22;58.41;-13.06
1393;-1.00;0.04;0.28;-34.18;62.26;-14.83
1394;-1.03;0.07;0.30;-27.77;68.79;-15.26
1395;-1.06;0.09;0.30;-18.31;78.61;-15.08
1396;-1.01;0.05;0.23;-6.84;90.15;-13.79
1397;-0.90;-0.02;0.18;3.72;90.88;-12.57
1398;-0.85;-0.09;0.22;6.90;86.43;-13.79
1399;-0.85;-0.10;0.35;-0.31;83.31;-18.31
1400;-0.87;-0.04;0.44;-14.71;81.30;-25.45
1401;-0.89;0.04;0.51;-24.48;78.92;-31.43
1402;-0.91;0.10;0.51;-26.73;77.64;-33.57
1403;-0.91;0.14;0.52;-23.68;76.97;-33.51
1404;-0.93;0.18;0.52;-18.92;77.94;-33.26
1405;-0.94;0.20;0.50;-10.07;81.91;-33.33
1406;-0.93;0.16;0.44;0.06;90.76;-36.93
1407;-0.90;0.14;0.40;9.28;105.41;-44.56
1408;-0.83;0.11;0.40;16.42;122.62;-52.00
1409;-0.79;0.11;0.44;21.91;136.78;-57.92
1410;-0.75;0.09;0.49;23.07;147.64;-63.42
1411;-0.73;0.12;0.55;18.43;155.46;-67.57
1412;-0.73;0.15;0.62;13.61;158.45;-70.25
1413;-0.73;0.19;0.66;9.77;159.24;-70.98
1414;-0.73;0.23;0.66;7.75;157.78;-69.09
1415;-0.73;0.27;0.64;10.25;157.17;-64.33
1416;-0.70;0.24;0.57;17.27;161.13;-56.70
1417;-0.64;0.21;0.52;27.83;169.49;-46.81
1418;-0.61;0.21;0.61;30.82;178.53;-39.31
1419;-0.56;0.23;0.70;28.81;184.39;-36.93
1420;-0.54;0.26;0.77;26.31;185.79;-38.21
1421;-0.52;0.28;0.82;27.77;182.98;-40.53
1422;-0.49;0.29;0.84;31.25;177.43;-41.50
1423;-0.48;0.30;0.81;37.72;171.87;-41.63
1424;-0.46;0.30;0.81;47.79;169.62;-40.77
1425;-0.46;0.30;0.80;60.24;171.39;-38.51
1426;-0.43;0.28;0.76;74.40;177.49;-33.33
1427;-0.36;0.26;0.72;88.38;189.15;-27.95
1428;-0.30;0.14;0.60;101.81;205.87;-25.70
1429;-0.27;0.05;0.69;104.61;223.57;-24.90
1430;-0.24;0.12;0.81;93.26;234.74;-28.08
1431;-0.19;0.11;0.90;84.11;243.16;-32.59
1432;-0.15;0.11;0.96;78.98;247.99;-33.87
1433;-0.10;0.09;0.96;76.78;248.11;-33.63
1434;-0.03;0.06;0.95;72.81;246.46;-32.17
1435;0.01;0.06;0.96;65.73;245.06;-30.82
1436;0.08;0.06;0.96;59.75;243.04;-31.07
1437;0.11;0.03;1.02;56.34;240.66;-33.69
1438;0.17;-0.01;1.03;51.21;236.33;-36.99
1439;0.21;-0.07;1.09;39.67;228.64;-40.47
1440;0.39;0.06;1.32;25.70;214.36;-42.05
1441;0.82;0.28;1.47;30.09;168.03;-23.13
1442;0.02;-0.25;1.50;18.62;116.39;-103.76
1443;0.57;0.20;1.48;-17.94;99.12;-130.43
1444;0.49;-0.00;1.43;-8.91;63.66;-58.04
1445;0.48;0.04;1.43;-0.55;14.28;-12.51
1446;0.44;0.09;1.34;4.94;-28.99;-3.48
1447;0.38;0.03;1.19;11.47;-55.73;8.12
1448;0.34;-0.01;1.09;14.22;-65.55;22.03
