Index;ax;ay;az;gx;gy;gz
972;-0.03;-0.04;1.10;5.07;3.11;-61.46
973;-0.04;-0.03;1.11;7.08;1.65;-64.51
974;-0.04;-0.03;1.11;8.00;0.79;-67.38
975;-0.05;-0.04;1.10;7.26;0.37;-70.37
976;-0.06;-0.04;1.09;4.94;0.61;-71.23
977;-0.07;-0.02;1.09;1.59;0.06;-69.40
978;-0.08;-0.01;1.07;-1.40;-2.14;-68.05
979;-0.11;-0.01;1.06;-4.21;-4.64;-67.38
980;-0.11;0.00;1.05;-7.51;-6.04;-65.37
981;-0.11;0.03;1.04;-11.66;-8.12;-63.11
982;-0.12;0.06;1.05;-14.77;-9.70;-61.77
983;-0.11;0.08;1.06;-17.27;-10.44;-59.27
984;-0.12;0.11;1.06;-17.94;-11.29;-57.68
985;-0.12;0.14;1.06;-17.33;-11.41;-57.80
986;-0.14;0.16;1.05;-15.44;-12.15;-59.51
987;-0.17;0.18;1.03;-12.33;-13.31;-62.32
988;-0.19;0.19;1.00;-8.48;-13.98;-64.33
989;-0.22;0.19;0.99;-4.39;-15.26;-66.16
990;-0.22;0.18;0.97;-0.85;-16.42;-66.96
991;-0.24;0.18;0.96;0.67;-17.03;-68.54
992;-0.24;0.19;0.95;-0.18;-15.38;-69.03
993;-0.24;0.22;0.95;-1.28;-13.00;-67.99
994;-0.24;0.23;0.95;-1.53;-11.11;-66.04
995;-0.21;0.27;0.95;-2.44;-9.58;-63.29
996;-0.23;0.30;0.95;-2.69;-8.67;-61.40
997;-0.20;0.34;0.96;-3.23;-7.45;-56.21
998;-0.19;0.37;0.96;-2.81;-8.24;-50.84
999;-0.19;0.40;0.96;-1.34;-9.22;-46.75
1000;-0.19;0.43;0.96;-0.37;-9.95;-42.97
1001;-0.19;0.45;0.96;0.55;-10.50;-39.73
1002;-0.20;0.46;0.95;2.01;-10.80;-36.13
1003;-0.19;0.45;0.96;3.36;-10.74;-31.13
1004;-0.19;0.44;0.97;4.52;-10.25;-25.76
1005;-0.19;0.42;0.96;5.49;-8.36;-20.26
1006;-0.19;0.41;0.96;5.19;-5.86;-15.08
1007;-0.19;0.39;0.96;4.52;-3.91;-8.42
1008;-0.18;0.37;0.96;3.78;-1.89;-2.50
1009;-0.18;0.35;0.96;2.32;-0.06;2.75
1010;-0.18;0.36;0.96;0.92;1.10;7.32
1011;-0.17;0.35;0.97;1.10;1.71;12.63
1012;-0.19;0.31;0.97;3.17;1.46;16.30
1013;-0.19;0.28;0.97;5.37;1.71;20.45
1014;-0.18;0.24;0.97;7.63;1.34;23.80
1015;-0.17;0.21;0.97;8.42;1.04;24.66
1016;-0.17;0.19;0.98;8.79;0.67;25.27
1017;-0.16;0.18;0.98;8.85;-0.18;26.25
1018;-0.16;0.16;0.99;9.22;-0.49;27.65
1019;-0.17;0.13;1.00;10.19;-0.12;29.97
1020;-0.17;0.10;1.00;11.17;0.79;31.98
1021;-0.17;0.08;1.00;10.50;2.01;33.81
1022;-0.16;0.08;1.00;8.85;2.99;35.28
1023;-0.16;0.08;1.00;7.57;3.48;37.54
1024;-0.17;0.07;0.99;7.14;3.54;39.55
1025;-0.17;0.05;0.99;6.84;3.72;40.71
1026;-0.17;0.05;1.00;6.77;4.03;41.38
1027;-0.17;0.04;1.00;7.26;4.52;40.95
1028;-0.15;0.02;1.02;8.36;4.76;40.47
1029;-0.15;0.00;1.03;10.01;5.43;39.49
1030;-0.13;-0.01;1.04;12.15;6.71;39.00
1031;-0.14;-0.05;1.04;14.40;6.53;36.50
1032;-0.14;-0.08;1.04;14.71;6.96;35.95
1033;-0.13;-0.10;1.03;12.39;6.65;37.05
1034;-0.13;-0.10;1.02;8.67;5.31;37.78
1035;-0.13;-0.10;1.02;4.27;3.78;38.51
1036;-0.12;-0.08;1.03;0.85;1.71;37.84
1037;-0.12;-0.06;1.04;-0.43;0.18;36.07
1038;-0.11;-0.05;1.05;0.92;-0.67;32.96
1039;-0.11;-0.07;1.05;3.78;-1.34;28.44
1040;-0.11;-0.10;1.05;6.71;-0.73;24.29
1041;-0.11;-0.12;1.05;8.91;0.55;20.81
1042;-0.11;-0.13;1.04;9.95;1.83;18.43
1043;-0.11;-0.15;1.03;9.89;2.38;16.05
1044;-0.13;-0.16;1.02;8.48;2.75;13.55
1045;-0.12;-0.16;1.02;5.86;2.87;11.90
1046;-0.12;-0.17;1.01;3.48;2.01;10.74
1047;-0.13;-0.17;1.01;1.04;0.92;10.25
1048;-0.13;-0.16;1.01;-1.95;-0.67;10.19
1049;-0.12;-0.13;1.02;-5.00;-2.01;9.52
1050;-0.12;-0.11;1.02;-6.41;-2.93;7.93
1051;-0.12;-0.08;1.02;-6.35;-3.42;5.68
1052;-0.12;-0.06;1.02;-4.94;-3.91;2.32
1053;-0.12;-0.05;1.02;-2.08;-4.03;-1.46
1054;-0.12;-0.04;1.02;1.04;-3.85;-4.70
1055;-0.12;-0.04;1.03;3.23;-3.36;-8.42
1056;-0.13;-0.03;1.03;4.88;-2.32;-12.15
1057;-0.13;-0.03;1.04;5.25;-1.10;-15.14
1058;-0.15;-0.04;1.04;4.88;-0.06;-17.88
1059;-0.15;-0.00;1.04;3.72;1.46;-18.80
1060;-0.16;-0.01;1.02;3.17;2.14;-18.55
1061;-0.15;0.01;1.03;2.69;2.38;-17.03
1062;-0.14;0.03;1.03;2.32;2.20;-15.81
1063;-0.15;0.04;1.04;2.20;0.98;-14.71
1064;-0.15;0.04;1.03;1.83;-0.37;-13.92
1065;-0.16;0.04;1.03;1.10;-1.34;-13.06
1066;-0.17;0.05;1.03;0.24;-2.20;-12.82
1067;-0.17;0.07;1.02;-0.37;-2.44;-11.60
1068;-0.17;0.07;1.02;0.00;-2.26;-10.44
1069;-0.17;0.07;1.02;0.79;-1.77;-9.70
1070;-0.17;0.06;1.02;1.22;-1.22;-9.40
1071;-0.17;0.06;1.01;0.49;-0.67;-9.46
1072;-0.17;0.07;1.01;-0.12;0.24;-8.06
1073;-0.18;0.08;1.00;-0.24;0.12;-6.96
1074;-0.19;0.08;1.00;-0.06;-0.06;-6.16
1075;-0.19;0.10;1.00;0.37;-0.18;-5.49
1076;-0.20;0.09;1.00;1.65;-0.43;-5.13
1077;-0.20;0.11;1.00;1.89;-0.18;-4.64
1078;-0.19;0.13;1.00;2.32;0.31;-4.33
1079;-0.19;0.14;1.00;3.11;0.73;-4.09
1080;-0.19;0.15;1.00;4.52;0.92;-3.85
1081;-0.19;0.15;1.00;5.62;1.04;-2.99
1082;-0.19;0.16;1.00;6.23;0.67;-0.73
1083;-0.20;0.17;1.00;5.92;0.12;1.71
1084;-0.22;0.18;1.00;4.27;-0.85;4.15
1085;-0.22;0.20;1.00;2.56;-1.89;6.35
1086;-0.22;0.24;0.99;1.89;-2.62;8.06
1087;-0.21;0.29;0.99;2.50;-3.17;8.97
1088;-0.20;0.33;0.98;4.82;-3.30;8.97
1089;-0.21;0.36;0.98;8.85;-3.17;8.48
1090;-0.23;0.36;0.96;13.37;-2.69;8.06
1091;-0.27;0.37;0.95;16.36;-2.38;7.87
1092;-0.30;0.36;0.93;17.88;-1.83;8.30
1093;-0.31;0.34;0.93;18.92;-1.77;10.25
1094;-0.31;0.30;0.94;19.23;-1.40;14.95
1095;-0.29;0.26;0.95;18.86;-0.92;20.45
1096;-0.27;0.22;0.97;17.21;0.43;27.53
1097;-0.24;0.19;0.99;14.16;2.62;36.01
1098;-0.21;0.17;0.99;10.01;5.00;45.04
1099;-0.19;0.16;0.98;5.13;6.77;53.83
1100;-0.17;0.14;0.96;0.06;7.51;60.97
1101;-0.17;0.13;0.95;-5.98;6.84;64.82
1102;-0.18;0.15;0.93;-11.11;4.94;66.35
1103;-0.17;0.14;0.95;-13.06;2.62;67.14
1104;-0.17;0.13;0.97;-10.74;0.12;67.44
1105;-0.16;0.10;0.99;-5.00;-0.73;66.77
1106;-0.14;0.02;1.01;1.77;0.24;67.14
1107;-0.13;-0.05;1.03;6.29;3.17;68.73
1108;-0.11;-0.11;1.04;7.69;7.02;71.35
1109;-0.09;-0.16;1.04;7.02;9.83;73.73
1110;-0.07;-0.20;1.05;4.76;12.08;75.62
1111;-0.06;-0.24;1.08;1.46;14.28;76.35
1112;-0.04;-0.26;1.10;-1.71;16.78;76.66
1113;-0.02;-0.28;1.12;-3.23;18.86;75.62
1114;0.01;-0.30;1.13;-3.17;19.84;72.94
1115;0.01;-0.32;1.14;-1.83;19.41;68.60
1116;0.03;-0.35;1.14;0.12;18.49;64.94
1117;0.05;-0.38;1.15;1.59;15.44;61.16
1118;0.05;-0.40;1.16;2.20;11.35;56.40
1119;0.05;-0.42;1.16;1.65;7.87;51.27
1120;0.04;-0.43;1.16;-0.24;4.94;46.88
1121;0.05;-0.41;1.16;-1.95;2.75;43.95
1122;0.06;-0.40;1.15;-2.08;-0.06;39.55
1123;0.05;-0.40;1.13;-1.46;-2.62;32.90
1124;0.05;-0.39;1.11;-1.53;-4.27;25.57
1125;0.05;-0.38;1.10;-1.34;-5.19;18.74
1126;0.03;-0.36;1.08;-1.34;-6.23;11.23
1127;0.03;-0.33;1.07;-0.67;-6.90;4.33
1128;0.02;-0.31;1.05;1.71;-7.87;-2.38
1129;-0.00;-0.30;1.03;4.52;-9.22;-8.06
1130;-0.01;-0.28;1.02;7.20;-10.07;-14.10
1131;-0.02;-0.27;1.01;9.34;-10.01;-19.65
1132;-0.02;-0.27;1.01;10.56;-9.40;-24.48
1133;-0.03;-0.26;1.02;10.68;-7.87;-28.08
1134;-0.03;-0.24;1.03;10.07;-5.43;-31.01
1135;-0.03;-0.21;1.03;9.16;-3.11;-34.24
1136;-0.04;-0.18;1.03;7.81;-0.98;-37.17
1137;-0.05;-0.15;1.02;7.02;0.18;-39.98
1138;-0.06;-0.13;1.02;6.65;0.37;-41.38
1139;-0.06;-0.12;1.02;5.86;-0.37;-43.21
1140;-0.06;-0.12;1.02;4.58;-1.71;-46.69
1141;-0.08;-0.10;1.02;2.93;-3.23;-50.17
1142;-0.08;-0.10;1.03;2.20;-4.27;-51.76
1143;-0.10;-0.12;1.03;2.32;-5.19;-53.16
1144;-0.12;-0.13;1.04;1.95;-5.37;-54.02
1145;-0.12;-0.13;1.03;0.85;-5.62;-54.14
1146;-0.13;-0.14;1.02;-0.43;-6.16;-55.42
1147;-0.14;-0.13;1.01;-1.34;-6.65;-57.25
1148;-0.14;-0.12;1.00;-1.83;-7.57;-59.63
1149;-0.16;-0.11;1.01;-1.53;-8.06;-62.32
1150;-0.14;-0.08;1.02;-1.71;-6.71;-62.99
1151;-0.15;-0.05;1.02;-1.59;-5.19;-62.87
1152;-0.15;-0.05;1.02;-0.92;-4.09;-64.58
1153;-0.17;-0.01;1.02;-1.59;-2.44;-68.60
1154;-0.17;0.00;1.01;-1.59;-0.49;-70.92
1155;-0.18;0.01;1.01;-1.16;-0.18;-71.59
1156;-0.17;0.01;1.00;-1.40;-0.43;-70.62
1157;-0.20;0.01;1.00;-2.44;-1.22;-69.82
1158;-0.21;0.02;1.00;-4.88;-0.92;-67.26
1159;-0.20;0.02;0.99;-7.93;-0.92;-61.89
1160;-0.21;0.04;0.98;-10.86;-2.38;-58.04
1161;-0.21;0.06;0.96;-13.85;-3.78;-56.15
1162;-0.22;0.10;0.96;-15.93;-5.31;-56.03
1163;-0.20;0.15;0.97;-17.27;-5.13;-55.85
1164;-0.20;0.21;0.98;-16.24;-3.91;-56.03
1165;-0.19;0.21;0.99;-12.21;-2.44;-56.40
1166;-0.19;0.22;1.00;-7.69;-0.37;-57.80
1167;-0.18;0.23;1.00;-3.97;2.69;-58.72
1168;-0.18;0.22;1.00;-0.43;4.88;-60.06
1169;-0.17;0.22;1.00;2.20;6.29;-61.04
1170;-0.18;0.22;0.99;4.09;5.62;-62.19
1171;-0.18;0.23;0.99;4.70;4.39;-61.04
1172;-0.16;0.24;0.99;4.52;2.32;-57.68
1173;-0.14;0.28;1.00;3.17;-0.37;-55.91
1174;-0.14;0.30;0.99;2.20;-3.54;-53.47
1175;-0.16;0.33;0.99;2.01;-6.04;-51.21
1176;-0.16;0.35;0.99;2.87;-8.06;-49.19
1177;-0.16;0.36;0.98;4.88;-8.97;-47.18
1178;-0.17;0.36;0.98;6.77;-8.79;-44.80
1179;-0.16;0.37;0.98;7.63;-7.51;-42.24
1180;-0.15;0.40;0.98;7.32;-5.98;-39.31
1181;-0.14;0.42;0.98;7.08;-4.88;-36.56
1182;-0.15;0.45;0.97;7.26;-4.15;-34.12
1183;-0.14;0.46;0.97;8.36;-4.15;-30.88
1184;-0.17;0.45;0.95;10.19;-4.94;-26.92
1185;-0.17;0.43;0.95;10.93;-5.62;-19.35
1186;-0.19;0.38;0.95;10.56;-6.59;-11.35
1187;-0.19;0.35;0.97;8.00;-6.47;-3.36
1188;-0.18;0.34;0.97;3.30;-5.25;4.46
1189;-0.19;0.32;0.97;-1.04;-3.42;11.66
1190;-0.19;0.31;0.97;-5.55;-1.16;18.25
1191;-0.19;0.32;0.96;-8.79;0.79;23.50
1192;-0.19;0.33;0.96;-9.70;1.83;27.04
1193;-0.19;0.33;0.96;-7.26;2.20;29.91
1194;-0.18;0.32;0.96;-2.56;2.50;30.88
1195;-0.18;0.29;0.96;2.93;2.69;30.15
1196;-0.18;0.25;0.97;8.79;2.81;30.15
1197;-0.18;0.21;0.98;13.67;3.48;31.01
1198;-0.18;0.15;0.98;16.42;4.46;31.13
1199;-0.18;0.11;0.98;16.97;5.55;31.25
1200;-0.18;0.08;0.99;15.93;7.02;33.63
1201;-0.18;0.05;0.99;13.73;8.36;36.80
1202;-0.18;0.04;0.99;10.80;9.70;39.49
1203;-0.18;0.03;1.00;8.67;11.17;41.44
1204;-0.16;0.01;1.01;7.51;11.96;43.03
1205;-0.15;-0.00;1.02;7.32;12.21;44.25
1206;-0.14;-0.02;1.03;7.87;12.45;44.92
1207;-0.12;-0.05;1.04;8.73;12.45;45.23
1208;-0.11;-0.07;1.05;9.28;11.90;44.31
1209;-0.12;-0.10;1.05;9.46;10.80;42.24
1210;-0.09;-0.09;1.05;9.52;9.70;39.86
1211;-0.10;-0.10;1.05;11.41;7.39;35.28
1212;-0.11;-0.12;1.04;13.00;6.04;30.94
1213;-0.11;-0.13;1.04;14.53;4.70;27.65
1214;-0.09;-0.12;1.05;15.20;3.72;25.15
1215;-0.07;-0.14;1.07;17.52;1.71;21.42
1216;-0.06;-0.16;1.07;21.42;-0.61;14.77
1217;-0.07;-0.21;1.07;26.73;-2.50;9.09
1218;-0.08;-0.26;1.06;28.38;-4.52;5.37
1219;-0.09;-0.26;1.05;24.66;-4.64;3.11
1220;-0.10;-0.26;1.04;18.13;-3.78;2.08
1221;-0.11;-0.24;1.04;10.99;-2.93;1.65
1222;-0.12;-0.20;1.02;3.91;-2.56;2.26
1223;-0.13;-0.17;1.01;-0.85;-2.81;3.05
1224;-0.14;-0.14;1.00;-4.39;-3.42;3.48
1225;-0.15;-0.11;1.00;-7.57;-3.66;3.30
1226;-0.16;-0.08;1.00;-8.91;-3.66;2.93
1227;-0.18;-0.05;1.00;-8.42;-3.17;2.14
1228;-0.17;-0.03;1.01;-5.86;-2.69;0.85
1229;-0.17;-0.03;1.01;-2.26;-2.20;-1.10
1230;-0.16;-0.02;1.02;0.79;-1.16;-3.42
1231;-0.16;-0.02;1.02;3.42;-0.55;-4.82
1232;-0.16;-0.02;1.03;4.09;-0.06;-5.98
1233;-0.16;-0.01;1.03;2.44;0.61;-6.71
1234;-0.16;0.00;1.03;-0.61;1.65;-6.59
1235;-0.16;0.02;1.04;-3.48;2.75;-6.35
1236;-0.16;0.04;1.04;-5.62;3.11;-5.62
1237;-0.16;0.06;1.04;-6.41;2.93;-4.76
1238;-0.16;0.07;1.04;-5.62;1.89;-4.09
1239;-0.16;0.06;1.04;-4.27;0.85;-3.78
1240;-0.17;0.05;1.03;-3.17;-0.31;-3.30
1241;-0.17;0.05;1.02;-1.95;-1.40;-3.30
1242;-0.17;0.05;1.01;-0.73;-1.95;-3.48
1243;-0.18;0.04;1.00;-0.24;-2.20;-4.52
1244;-0.18;0.07;1.00;-0.06;-1.40;-5.31
1245;-0.16;0.07;1.01;1.04;-0.37;-5.25
1246;-0.17;0.06;1.01;2.56;0.37;-4.82
1247;-0.17;0.04;1.02;3.54;0.92;-4.15
1248;-0.16;0.04;1.02;3.17;0.98;-3.78
1249;-0.16;0.03;1.03;2.01;1.04;-3.66
1250;-0.17;0.04;1.02;0.85;1.10;-2.81
1251;-0.17;0.04;1.02;0.31;0.24;-0.98
1252;-0.17;0.04;1.01;0.31;-0.85;0.79
1253;-0.15;0.06;1.01;0.55;-1.40;1.46
1254;-0.14;0.07;1.02;1.59;-1.65;1.04
1255;-0.14;0.09;1.02;2.81;-1.71;0.24
1256;-0.14;0.10;1.02;4.27;-1.53;-0.49
1257;-0.14;0.14;1.04;5.68;-0.92;-1.22
1258;-0.14;0.14;1.03;7.81;-0.85;-2.32
1259;-0.16;0.14;1.03;10.07;-1.28;-3.05
1260;-0.17;0.15;1.02;11.11;-1.95;-3.66
1261;-0.18;0.16;1.01;12.21;-2.62;-3.78
1262;-0.19;0.17;1.01;13.55;-3.30;-3.60
1263;-0.18;0.20;1.00;14.83;-3.72;-3.60
1264;-0.20;0.22;1.00;16.72;-3.85;-3.97
1265;-0.21;0.20;0.99;19.59;-3.91;-4.70
1266;-0.21;0.22;0.99;21.12;-3.85;-4.70
1267;-0.22;0.22;0.98;20.63;-3.85;-2.44
1268;-0.22;0.23;0.98;18.92;-4.03;0.92
1269;-0.21;0.23;0.99;16.48;-3.91;5.37
1270;-0.20;0.25;0.99;13.31;-3.42;10.25
1271;-0.21;0.25;0.98;10.99;-2.69;14.95
1272;-0.23;0.25;0.97;9.03;-2.50;20.45
1273;-0.24;0.24;0.96;7.39;-1.53;26.00
1274;-0.26;0.24;0.94;4.82;0.49;31.31
1275;-0.27;0.24;0.94;2.93;1.95;35.03
1276;-0.27;0.22;0.95;2.81;3.60;38.45
1277;-0.27;0.19;0.96;4.70;5.80;42.97
1278;-0.24;0.16;0.97;6.23;8.48;47.97
1279;-0.21;0.14;0.98;5.92;11.41;52.25
1280;-0.19;0.12;0.98;4.64;13.43;55.73
1281;-0.18;0.10;0.99;3.85;14.22;58.96
1282;-0.18;0.07;1.00;4.82;14.40;62.13
1283;-0.18;0.03;1.02;6.59;14.59;65.86
1284;-0.15;-0.04;1.03;7.20;14.34;70.80
1285;-0.14;-0.11;1.05;5.43;12.88;73.79
1286;-0.11;-0.15;1.07;1.59;11.90;75.87
1287;-0.09;-0.17;1.09;-3.05;10.19;77.33
1288;-0.08;-0.19;1.10;-5.25;8.00;77.76
1289;-0.05;-0.22;1.11;-4.64;5.62;77.27
1290;-0.05;-0.26;1.11;-2.38;2.87;74.77
1291;-0.05;-0.30;1.11;-0.06;0.31;70.86
1292;-0.06;-0.33;1.10;1.53;-1.04;66.53
1293;-0.05;-0.35;1.09;1.89;-1.53;62.81
1294;-0.05;-0.37;1.08;1.83;-1.89;59.20
1295;-0.05;-0.39;1.07;1.34;-2.20;55.48
1296;-0.06;-0.40;1.06;-0.43;-2.44;51.33
1297;-0.05;-0.40;1.05;-3.72;-1.59;48.28
1298;-0.03;-0.40;1.05;-6.71;-1.10;45.90
1299;-0.02;-0.38;1.06;-9.28;-0.73;42.85
1300;-0.00;-0.36;1.06;-10.93;-0.06;38.64
1301;0.00;-0.34;1.05;-10.80;0.73;33.81
1302;0.02;-0.32;1.05;-9.64;1.65;29.60
1303;0.04;-0.30;1.04;-7.20;1.40;25.33
1304;0.05;-0.29;1.03;-3.60;-0.37;18.98
1305;0.04;-0.28;1.02;-0.24;-2.26;11.66
1306;0.04;-0.28;1.02;2.26;-3.54;5.00
1307;0.04;-0.29;1.02;4.52;-4.82;-0.55
1308;0.03;-0.30;1.02;6.04;-5.25;-4.64
1309;0.03;-0.30;1.02;5.80;-5.13;-7.81
1310;0.03;-0.29;1.02;4.46;-4.39;-11.11
1311;0.02;-0.28;1.01;2.62;-3.11;-14.95
1312;0.02;-0.26;1.01;0.67;-1.40;-19.04
1313;0.01;-0.23;1.01;-0.61;0.55;-23.25
1314;-0.00;-0.20;1.01;-0.85;2.20;-27.77
1315;-0.01;-0.18;1.01;0.31;3.42;-31.62
1316;-0.00;-0.17;1.02;2.50;4.33;-34.91
1317;-0.00;-0.18;1.03;4.82;4.64;-38.15
1318;-0.00;-0.18;1.04;5.55;4.58;-41.56
1319;0.01;-0.18;1.05;5.43;4.03;-45.53
1320;-0.01;-0.19;1.05;4.46;2.56;-49.80
1321;-0.02;-0.17;1.07;1.95;1.46;-52.61
1322;-0.03;-0.16;1.07;-0.31;0.79;-54.14
1323;-0.05;-0.15;1.07;-1.53;-0.24;-56.95
1324;-0.04;-0.14;1.07;-2.81;-1.10;-60.12
1325;-0.07;-0.12;1.07;-3.23;-2.56;-65.06
1326;-0.10;-0.11;1.06;-3.36;-3.23;-68.18
1327;-0.10;-0.09;1.05;-3.66;-3.60;-68.24
1328;-0.10;-0.08;1.05;-3.36;-4.70;-67.81
1329;-0.13;-0.07;1.04;-2.81;-6.47;-69.76
1330;-0.16;-0.07;1.03;-3.05;-6.90;-71.96
1331;-0.17;-0.07;1.04;-3.17;-7.14;-72.51
1332;-0.18;-0.07;1.04;-3.72;-7.57;-72.88
1333;-0.18;-0.07;1.03;-4.64;-7.39;-73.73
1334;-0.19;-0.04;1.02;-6.84;-6.53;-74.89
1335;-0.18;-0.01;1.01;-9.34;-5.62;-74.58
1336;-0.19;0.03;1.00;-10.80;-6.04;-75.56
1337;-0.19;0.08;0.99;-10.68;-6.77;-78.06
1338;-0.21;0.13;0.99;-9.52;-7.32;-82.46
1339;-0.23;0.16;0.99;-6.77;-7.32;-84.90
1340;-0.24;0.16;0.99;-2.93;-7.51;-84.59
1341;-0.25;0.15;0.98;-0.61;-7.63;-82.82
1342;-0.25;0.15;0.98;-0.85;-6.90;-79.53
1343;-0.24;0.16;0.97;-2.99;-6.77;-75.20
1344;-0.24;0.19;0.97;-6.59;-6.84;-71.41
1345;-0.20;0.25;0.96;-10.93;-6.35;-68.66
1346;-0.22;0.32;0.96;-13.31;-6.04;-68.12
1347;-0.21;0.37;0.96;-13.00;-5.62;-64.82
1348;-0.21;0.39;0.97;-9.89;-5.98;-61.58
1349;-0.20;0.40;0.98;-6.04;-5.19;-59.51
1350;-0.19;0.41;0.98;-2.93;-3.91;-56.95
1351;-0.19;0.41;0.98;0.12;-2.69;-54.81
1352;-0.19;0.42;0.98;2.14;-1.65;-52.55
1353;-0.19;0.43;0.97;3.85;-1.53;-49.62
1354;-0.19;0.45;0.96;4.88;-2.01;-46.14
1355;-0.18;0.48;0.95;5.80;-2.69;-42.36
1356;-0.18;0.49;0.95;6.96;-3.97;-38.27
1357;-0.18;0.47;0.95;8.48;-4.76;-33.39
1358;-0.19;0.46;0.96;8.30;-4.15;-27.65
1359;-0.17;0.45;0.97;6.90;-2.14;-19.10
1360;-0.16;0.44;0.97;5.13;-0.55;-11.05
1361;-0.17;0.42;0.97;3.23;1.28;-4.58
1362;-0.17;0.43;0.97;1.34;1.89;0.92
1363;-0.17;0.43;0.96;0.24;2.01;7.39
1364;-0.17;0.42;0.96;0.73;1.16;12.63
1365;-0.18;0.40;0.95;2.08;0.00;17.15
1366;-0.18;0.38;0.95;4.21;-0.98;20.45
1367;-0.17;0.37;0.96;6.77;-0.85;23.50
1368;-0.16;0.34;0.97;9.77;-0.18;25.76
1369;-0.16;0.31;0.99;13.12;1.22;27.28
1370;-0.16;0.27;0.99;16.17;2.81;28.26
1371;-0.16;0.24;1.00;18.25;4.03;29.60
1372;-0.16;0.19;1.00;18.92;5.19;32.35
1373;-0.16;0.16;1.00;18.49;5.92;34.73
1374;-0.17;0.13;1.00;17.21;6.10;39.79
1375;-0.17;0.09;1.00;15.44;5.37;45.47
1376;-0.17;0.07;1.01;13.00;4.94;51.27
1377;-0.14;0.06;1.02;10.68;4.58;56.82
1378;-0.15;0.01;1.02;8.97;4.33;59.39
1379;-0.15;0.01;1.02;6.41;4.27;59.75
1380;-0.15;-0.00;1.02;5.13;3.91;61.89
1381;-0.15;-0.02;1.02;5.25;3.11;63.84
1382;-0.13;-0.04;1.03;5.98;2.50;63.72
1383;-0.13;-0.06;1.04;6.59;2.32;61.40
1384;-0.13;-0.08;1.05;7.81;1.89;58.41
1385;-0.10;-0.10;1.06;9.77;1.83;56.46
1386;-0.11;-0.14;1.06;11.35;1.16;53.28
1387;-0.12;-0.16;1.05;11.78;0.79;48.46
1388;-0.11;-0.17;1.04;11.23;0.98;45.10
1389;-0.12;-0.17;1.02;10.25;1.28;42.24
1390;-0.14;-0.18;1.02;8.85;1.22;39.37
1391;-0.13;-0.16;1.01;7.08;1.71;36.74
1392;-0.12;-0.16;1.02;6.10;2.62;34.30
1393;-0.12;-0.17;1.02;6.53;3.54;31.13
1394;-0.11;-0.18;1.02;6.59;5.07;28.32
1395;-0.12;-0.19;1.02;5.98;6.04;25.76
1396;-0.11;-0.19;1.02;4.46;7.93;24.05
1397;-0.11;-0.18;1.01;3.11;8.67;21.85
1398;-0.10;-0.16;1.01;2.08;8.48;18.25
1399;-0.10;-0.14;1.01;2.99;7.45;13.67
1400;-0.11;-0.15;1.01;5.74;5.55;9.95
1401;-0.10;-0.15;1.01;7.75;3.97;8.06
1402;-0.10;-0.16;1.02;7.93;2.26;6.90
1403;-0.10;-0.16;1.02;7.39;0.67;4.76
1404;-0.10;-0.16;1.03;5.68;-0.31;1.89
1405;-0.11;-0.14;1.03;4.27;-0.37;-1.22
1406;-0.12;-0.13;1.04;3.48;0.55;-3.42
1407;-0.14;-0.13;1.03;2.87;1.53;-5.13
1408;-0.15;-0.11;1.04;1.89;2.81;-7.75
1409;-0.16;-0.09;1.03;0.67;4.15;-10.62
1410;-0.16;-0.07;1.04;0.12;5.19;-12.63
1411;-0.14;-0.05;1.04;0.31;5.55;-14.34
1412;-0.14;-0.04;1.05;0.73;5.55;-15.63
1413;-0.13;-0.03;1.05;0.37;4.52;-15.26
1414;-0.13;-0.01;1.05;-1.16;2.56;-13.24
1415;-0.12;0.01;1.05;-4.09;0.31;-11.35
1416;-0.14;0.03;1.05;-7.81;-1.46;-10.62
1417;-0.15;0.06;1.04;-10.56;-2.14;-8.48
1418;-0.16;0.09;1.04;-10.80;-1.89;-6.84
1419;-0.15;0.11;1.04;-8.91;-1.77;-5.98
1420;-0.15;0.12;1.03;-5.62;-1.53;-6.77
1421;-0.16;0.11;1.03;-1.04;-1.10;-9.22
1422;-0.16;0.10;1.02;2.62;-0.31;-10.80
1423;-0.17;0.08;1.02;5.37;0.18;-10.62
1424;-0.16;0.06;1.01;7.14;0.61;-9.40
1425;-0.18;0.05;1.00;7.51;0.73;-9.09
1426;-0.17;0.05;1.01;6.41;1.40;-8.06
1427;-0.17;0.03;1.00;6.04;1.10;-6.71
1428;-0.18;0.02;1.00;5.74;0.92;-4.94
1429;-0.18;0.02;1.00;4.70;0.92;-3.05
1430;-0.17;0.02;1.00;3.48;0.85;-1.46
1431;-0.17;0.02;1.01;2.56;0.61;0.06
1432;-0.18;0.02;1.01;2.08;0.37;1.53
1433;-0.17;0.03;1.01;1.53;-0.43;2.56
1434;-0.17;0.02;1.01;1.71;-1.16;2.99
1435;-0.17;0.02;1.02;2.08;-1.34;3.60
1436;-0.17;0.02;1.02;2.69;-1.22;4.09
1437;-0.15;0.02;1.02;3.11;-0.55;4.33
1438;-0.14;0.02;1.03;3.30;0.31;4.15
1439;-0.13;0.04;1.03;3.54;0.92;3.48
1440;-0.12;0.05;1.03;3.85;0.92;2.32
1441;-0.13;0.06;1.03;4.58;0.85;0.79
